Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
E. Díaz;Talleres Córdoba;Talleres Córdoba;LB;26;4000000;2024-12-31;10;1006;0;0,36;0;0,48;25,14;54,45;Argentina;Argentina;esquerdo;175;64;sim;13,42;9,66;62,96;2,5;42,86;0,89;1,29;0,09;6,44;9,31;1,97;5;0,45;0;0;3,4;0;0;0;0,03;0;0;6;0,54;33,33;0;0;2,15;33,33;2,15;33,33;0;0;0;3,94;61,36;7,87;50;0,81;2,77;0,72;22,9;1,25;1,7;34,62;75,45;14,22;67,3;5,01;91,07;10,56;79,66;28;83,71;4,74;43,4;21,33;45,23;0,04;0,81;0;0;0,63;14,29;0,09;5,37;66,67;2,42;25,93;0,54;16,67;0,09;0,63;8,41;70,21;0;;0;;0;0;0;0;;;0,72;;;0;0;0;0;0;0
J. Schunke;Sportivo Luqueño;Aldosivi;RCB, CB;35;0;;11;996;0;0,56;0;0,11;17,71;63,27;Argentina;Argentina;direito;193;86;sim;11,48;7,32;79,01;5,96;48,48;0,27;0,42;0,36;5,42;8,37;0,54;1;0,09;0;0;0,18;0;0;0;0,05;0;0;3;0,27;33,33;0;0;0,18;50;0;0;0,18;50;0;0,18;0;0,54;33,33;0,54;0,09;0;17,8;0,54;0,45;33,52;84,1;15,72;72,99;2,44;96,3;13,1;94,48;26,57;89,8;6,87;63,16;22,89;37,8;0,01;0,18;0;0;0;0;0,09;4,52;50;0,45;60;0,45;0;0,27;0,09;7,68;74,12;0;;0;;0;0;0;0;;;1,99;;;0;0;0;0;0;0
D. Valoyes;Talleres Córdoba;Talleres Córdoba;RAMF, RW;26;6000000;2024-06-30;11;988;4;2,47;3;1,04;33,43;44,96;Colombia;Colombia;direito;182;76;sim;6,47;5,1;67,86;5,19;49,12;0,18;0,26;0,09;2,82;4,1;1,46;3;0,27;0;0;6,1;0,36;4;0,36;0,22;1;0,09;30;2,73;30;13,333;0,27;2,28;32;0,27;33,33;2;31,82;0,09;7,74;58,82;18,67;40;3,01;2,55;2,1;11,84;1,46;2,19;18,49;71,43;5,19;59,65;3,46;81,58;6,83;80;15,58;77,78;1;54,55;20,1;35,54;0,09;0,82;0,09;0;0,55;0;0,55;1,91;66,67;2,1;47,83;0,36;0;0,55;0,64;2,37;69,23;0;;0;;0;0;0;0;;;0,09;;;0;0;0;0;0;0
A. Fontana;Defensa y Justicia;Banfield;CF;26;500000;2024-12-31;12;985;5;5,16;0;0,33;20,56;30,67;Argentina;Argentina;direito;176;72;sim;3,38;4,2;36,96;3,02;30,3;0,55;0,65;0,09;1,28;1,52;2,47;3;0,27;0;0;2,38;0,46;5;0,46;0,47;2;0,18;20;1,83;45;25;0;0,55;50;0,18;50;0,37;50;0;1,92;61,9;9,41;29,13;3,29;0,37;0,18;7,58;1,01;1,46;15,35;76,19;2,01;59,09;5,12;87,5;3,93;76,74;14,44;77,22;0,37;75;14,3;11,31;0,03;0,46;0;0;0,37;25;0,27;0,82;77,78;0,27;33,33;0,37;25;0,37;0,18;0,82;44,44;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
C. Zambrano;Boca Juniors;Boca Juniors;RCB;33;450000;2022-12-31;10;980;0;0,15;0;0;14,14;64,29;Peru;Peru;direito;185;77;sim;9,64;6,06;72,73;3,31;61,11;1,38;2,03;0,55;3,86;5,68;1,1;2;0,18;0;0;0,18;0;0;0;0,01;0;0;2;0,18;0;0;0;0,09;0;0,09;0;0;0;0;0,18;100;1,47;62,5;0,55;0,92;0,37;32,33;0,18;1,01;45,73;91,37;16,99;83,78;3,67;100;20,57;96,88;40,5;94,56;5,14;67,86;21,64;37,89;0;0;0;0,09;0;0;0;3,77;63,41;0,28;66,67;0,37;75;0,09;0;7,53;75,61;0;;0;;0;0;0;0;;;2,94;;;0;0;0;0;0;0
C. Lucchetti;Gimnasia Jujuy;Atlético Tucumán;GK;44;50000;2022-12-31;10;977;0;0;0;0;0,83;44,44;Argentina;Argentina, Italy;direito;182;74;sim;3,5;0,46;20;0,09;100;0,18;0,26;0;3,22;4,57;0,18;3;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;100;0,09;0;0;11,51;0,28;0;19,53;83,02;15,02;79,75;0;0;4,24;93,48;6,72;97,26;12,8;75,54;44,24;54,93;0;0;0,09;0;0;0;0;6,45;71,43;0,18;0;0,18;0;0;0;10,32;92,86;15;1,38;48;4,42;2;68,75;18,41;1,7;3,41;0,314;0;1,01;0,09;;;;0;0;0
M. Ojeda;Godoy Cruz;Godoy Cruz;LAMF, RW, LCMF;23;8000000;2023-12-31;11;976;2;1,63;1;2,35;15,4;41,92;Argentina;Argentina;esquerdo;175;60;sim;6,55;4,33;48,94;1,2;38,46;0,28;0,35;0,37;4,15;5,21;0,55;0;0;0;0;4,43;0,18;2;0,18;0,15;0;0;30;2,77;30;6,667;0,09;2,31;56;1,75;52,63;0,55;66,67;0,28;3,97;46,51;7,01;42,11;2,21;1,94;1,29;20,1;1,38;0,65;32,27;77,14;9,87;64,49;5,53;96,67;10,97;80,67;27,39;82,49;2,77;43,33;18,52;30,76;0,22;1,94;0;0;1,01;45,45;0,74;3,5;55,26;2,21;66,67;1,2;46,15;1,01;1,2;5,81;66,67;0;;0;;0;0;0;0;;;0,09;;;2,49;0,55;50;2,58;0;0
F. Pereyra;Central Córdoba SdE;Arsenal;RCB, CB;32;400000;2022-12-31;10;972;0;0,13;0;0;12,41;69,4;Argentina;Argentina;direito;185;84;sim;8,52;3,61;58,97;5,37;75,86;0,19;0,22;1,11;6,2;7,42;0,56;1;0,09;0;0;0,28;0;0;0;0,01;0;0;2;0,19;50;0;0;0;0;0;0;0;0;0;0,19;100;0,83;44,44;0,46;0,19;0,09;14,35;0,37;0,28;28,52;79,87;13,33;69,44;1,39;86,67;12,5;90,37;20,56;86,94;7,96;61,63;25,94;39,92;0;0;0,09;0;0;0;0;3,06;45,45;0,37;0;0;0;0;0;7,31;60,76;0;;0;;0;0;0;0;;;0,65;;;0;0;0;0;0;0
F. Gattoni;San Lorenzo;San Lorenzo;RCB;23;3000000;2023-06-30;10;968;1;1,55;0;0;15,34;52,73;Argentina;Argentina;direito;183;79;sim;11,9;6,97;73,33;4,46;35,42;0,74;1,08;0,37;6,04;8,78;1,21;2;0,19;0;0;0,46;0,09;1;0,09;0,14;1;0,09;8;0,74;25;12,5;0;0;0;0;0;0;0;0;0,46;40;1,21;38,46;0,84;0,74;0;28,26;0,28;0,28;45,37;90,16;17,76;81,15;3,81;97,56;18,78;96,04;40,26;93,76;5,11;61,82;20,11;38,17;0;0;0;0;0,19;50;0;1,95;47,62;0,19;0;0,37;50;0,19;0;8,37;68,89;0;;0;;0;0;0;0;;;3,25;;;0;0;0;0;0;0
A. Vigo;Independiente;Colón;RWB, RB;23;2200000;2023-12-31;10;967;0;0,4;3;1,4;20,38;54,79;Argentina;Argentina;direito;175;74;sim;10,42;8,1;66,67;2,7;55,17;0;0;0;5,03;5,98;0,93;1;0,09;0;0;3,44;0;0;0;0,04;0;0;7;0,65;28,57;0;0,28;3,63;28,21;0;0;3,63;28,21;0,47;2,89;67,74;6,42;43,48;1,4;2,33;1,86;19,82;2,23;0,19;31,37;74,48;8,93;60,42;6,05;93,85;9,68;77,88;25,78;83,75;2,33;40;18,43;30,95;0,13;1,02;0,09;0;0,47;60;0,65;2,05;68,18;3,44;35,14;0,37;25;0,74;1,12;5,58;61,67;0;;0;;0;0;0;0;;;0,09;;;0;0;0;0;0;0
L. Godoy;Estudiantes;Estudiantes;RB;27;3500000;2024-12-31;11;966;0;0,64;0;1,37;16,96;57,14;Argentina;Argentina;direito;173;70;sim;7,83;5,5;57,63;3,17;67,65;0,19;0,26;0,09;4,47;6,23;1,21;0;0;1;0,09;3,82;0;0;0;0,06;0;0;9;0,84;55,56;0;0;3,82;39,02;0;0;3,82;39,02;0,56;3,07;57,58;5,78;56,45;1,86;1,49;1,86;21,89;2,42;1,21;31,12;68,56;14,63;60,51;4,1;100;9,13;74,49;20,68;82,88;6,8;41,1;23,48;32;0,13;1,12;0;0;0,65;14,29;0,56;6,15;50;3,35;38,89;0,84;11,11;0,28;1,49;9,22;73,74;0;;0;;0;0;0;0;;;0,65;;;0,09;0;0;0;0;0
S. Palacios;Panathinaikos;Newell's Old Boys;RWF, RW, RAMF;30;3000000;2024-06-30;11;966;5;2,84;1;1,25;28,6;40,72;Argentina;Argentina;direito;169;69;sim;5,96;7,27;56,41;2,42;11,54;0,65;0,84;0;1,21;1,57;1,77;0;0;0;0;5,03;0,47;5;0,47;0,26;0;0;25;2,33;48;20;0,09;2,42;26,92;0,56;16,67;1,86;30;0,65;5,31;57,89;14,44;40;3,82;3,35;1,4;18,35;2,24;2,24;23,2;71,49;3,35;63,89;5,31;91,23;8,39;64,44;19,94;78,04;0,93;40;15,89;25,88;0,12;0,84;0;0;0,75;25;0,28;1,77;84,21;2,7;27,59;0,84;11,11;0,56;0,56;2,61;71,43;0;;0;;0;0;0;0;;;0;;;0;0;0;0,75;0;0
F. Lértora;Club Tijuana;Colón;DMF, LCMF;32;1700000;2025-06-30;11;965;1;0,74;0;0,02;21,73;55,79;Argentina;Argentina, Italy;direito;185;79;sim;13,24;7,09;60,53;5,5;57,63;1,96;2,17;0,28;6,99;7,76;1,49;4;0,37;0;0;1,59;0,09;1;0,09;0,07;1;0,09;7;0,65;42,86;14,286;0;0,28;66,67;0,19;100;0,09;0;0,09;1,68;55,56;3,73;50;0,84;0,28;0;19,68;0,47;1,12;36,65;82,44;13,15;74,47;3,36;97,22;13,34;86,71;33,76;85,36;2,7;44,83;16,37;31,72;0;0,09;0;0;0,37;50;0;5,32;82,46;0,84;44,44;0,47;40;0,37;0,19;4,94;64,15;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
J. Buffarini;Talleres Córdoba;Boca Juniors;RB;34;1000000;2025-06-30;12;963;0;0;0;0,24;21,5;49,57;Argentina;Argentina, Italy;direito;172;72;sim;10;8,6;56,52;2,24;37,5;0,84;1,22;0,19;4,3;6,22;1,31;4;0,37;0;0;2,34;0;0;0;0;0;0;0;0;0;0;0;2,24;25;0;0;2,24;25;0,37;3,08;54,55;7,2;45,45;0,19;1,59;1,21;21,68;2,62;0,93;35,51;78,95;13,27;66,2;5,79;98,39;10,84;81,9;30,19;86,69;3,18;44,12;18,99;30,44;0,02;0,28;0;0;0,75;12,5;0,28;3,74;62,5;2,24;41,67;0,75;25;0,47;0,56;5,7;68,85;0;;0;;0;0;0;0;;;1,5;;;0;0;0;0;0;0
T. Pochettino;River Plate;Talleres Córdoba;AMF, CF;26;2500000;2024-12-31;11;963;3;2,69;4;3,01;18,88;42,57;Argentina;Argentina, Italy;direito;180;72;sim;7,57;5,51;47,46;2,15;34,78;1,03;1,45;0,09;3,93;5,53;0,84;3;0,28;0;0;4,21;0,28;3;0,28;0,25;0;0;27;2,52;40,74;11,111;0,37;1,87;35;0,28;66,67;1,59;29,41;0,19;4,21;53,33;7,48;43,75;1,31;2,34;1,12;27,1;0,84;1,31;37,2;75,38;13,18;67,38;5,23;92,86;12,9;76,81;30,93;81,27;4,58;51,02;20,06;42,67;0,28;2,71;0,09;0,09;1,4;20;0,56;7,29;57,69;2,8;36,67;1,87;30;0,56;0,84;7,76;79,52;0;;0;;0;0;0;0;;;0,09;;;2,8;0,56;33,33;3,64;1;0
L. Villalba;Argentinos Juniors;Aldosivi;LB, LWB;28;1200000;2024-12-31;10;962;0;0,45;3;1,12;20,68;55,2;Argentina;Argentina;esquerdo;177;73;sim;11,13;7,3;66,67;4,68;42;0,47;0,74;0,28;5,8;9,16;1,4;0;0;0;0;2,43;0;0;0;0,04;0;0;10;0,94;20;0;0,28;3,56;36,84;3,46;35,14;0;0;0,28;1,78;52,63;3,84;56,1;0,75;0,56;0;23,39;2,71;1,22;38,54;66,99;17,12;61,2;4,4;95,74;12,82;70,07;26,85;76,31;8,14;49,43;24,24;38,16;0,11;1,03;0;0;0,37;0;0,56;9,26;50,51;4,12;47,73;0,94;20;0,75;1,31;10,95;72,65;0;;0;;0;0;0;0;;;0,75;;;0,47;0,19;50;0,56;0;0
S. Gentiletti;;Newell's Old Boys;LCB;37;0;;10;960;1;0,61;0;0,04;12,19;54,62;Argentina;Argentina, Italy;esquerdo;182;77;sim;7,97;4,88;67,31;3,28;48,57;0,19;0,25;0,47;4,5;6;1,31;4;0,38;0;0;0,28;0,09;1;0,09;0,06;1;0,09;4;0,38;25;25;0;0,19;50;0,09;100;0,09;0;0;0,47;20;1,22;30,77;0,75;0,84;0,38;36,28;0,28;0,19;49,41;89,56;20,53;81,28;3,19;97,06;22,13;97,88;43,69;93,35;5,53;61,02;21,68;36,92;0;0,09;0;0;0;0;0;5,25;67,86;0,19;50;0,47;40;0;0,09;9,19;76,53;0;;0;;0;0;0;0;;;2,16;;;0;0;0;0;0;0
C. Vega;Colón;Central Córdoba SdE;RCMF, LCMF, DMF;29;800000;2024-12-31;10;958;2;0,51;0;0,19;26,77;56,14;Argentina;Argentina;direito;178;79;sim;13,43;10,24;68,81;5,45;51,72;1,03;1,3;0,28;5,35;6,76;1,97;5;0,47;0;0;1,69;0,19;2;0,19;0,05;0;0;8;0,75;50;25;0;0,85;11,11;0,19;50;0,66;0;0;1,88;55;5,64;46,67;0,85;0,47;0,09;19,07;0;1,22;38,89;77,05;15,22;61,73;4,51;95,83;15,31;90,8;30,06;86,56;8,08;47,67;23,11;37,88;0,02;0,38;0;0;0,38;50;0,09;9,21;57,14;1,69;27,78;1,22;15,38;0,56;0,09;7,52;76,25;0;;0;;0;0;0;0;;;1,03;;;0,09;0;0;0;0;0
A. Antilef;Arsenal;Arsenal;LCMF, AMF;24;425000;2022-12-31;11;954;0;0,09;0;0,56;20,85;47,51;Argentina;Argentina;esquerdo;170;65;sim;10,85;7,92;66,67;1,98;52,38;0,57;0,69;0,28;5;6,09;1,23;2;0,19;0;0;1,13;0;0;0;0,01;0;0;4;0,38;0;0;0;0,57;83,33;0,57;83,33;0;0;0,09;2,08;27,27;6,42;26,47;0,75;0,85;0,47;18,87;0,94;0,75;31,13;84,55;8,58;67,03;6,7;94,37;9,62;93,14;28,3;86,33;2,26;62,5;15,75;26,73;0,05;0,57;0;0,09;0,28;33,33;0,19;3,87;70,73;0,75;50;0,38;25;0,19;0,47;4,62;65,31;0;;0;;0;0;0;0;;;0,09;;;0,09;0;0;0;0;0
M. Guzmán;Almagro;Estudiantes;RCB;23;200000;2022-12-31;10;944;0;0,52;0;0;18,97;59,3;Argentina;Argentina;direito;179;79;sim;10,49;8,29;67,82;5,34;55,36;0,19;0,26;0,19;4,67;6,45;1,91;4;0,38;1;0,1;0,95;0;0;0;0,05;0;0;5;0,48;0;0;0;0,29;66,67;0;0;0,29;66,67;0;0,76;75;1,91;60;0,67;0,95;1,05;27,36;0,57;0,76;45,48;87,42;18,11;74,74;1,43;100;23,83;96,8;38,61;94,07;6,67;50;23,61;44,9;0;0;0;0;0,19;100;0;6,01;60,32;0,76;50;0,29;33,33;0,29;0,1;6,67;78,57;0;;0;;0;0;0;0;;;0,95;;;0;0;0;0;0;0
R. Macagno;Newell's Old Boys;Newell's Old Boys;GK;25;850000;2024-12-31;10;938;0;0;0;0;0,96;70;Argentina;Argentina;direito;185;77;sim;1,63;0;0;0,58;83,33;0;0;0;1,63;2,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;100;0;0;0;15,06;0,29;0,1;22,45;89,74;9,21;76,04;0;0;12,67;99,24;16,22;99,41;6,24;64,62;31,48;51,83;0;0;0;0;0;0;0;1,34;50;0;0;0;0;0;0;4,8;76;12;1,15;47;4,51;2;74,47;13,47;1,29;1,47;0,141;0;2,59;0,58;;;;0;0;0
N. Tenaglia;Deportivo Alavés;Talleres Córdoba;RB;26;3000000;2023-12-31;10;936;2;1,1;2;0,08;15,67;52,76;Argentina;Argentina;direito;181;70;sim;10,96;7,98;56,63;2,5;57,69;0,77;1,12;0,29;5,67;8,23;1,15;2;0,19;0;0;1,73;0,19;2;0,19;0,11;1;0,1;9;0,87;55,56;22,222;0,19;0,87;22,22;0;0;0,87;22,22;0;1,73;61,11;3,27;47,06;0,96;1,35;0,96;17,79;1,54;0,67;27,12;76,24;12,21;66,93;3,56;83,78;8,94;83,87;22,31;82,76;3,94;51,22;22,89;39,56;0,01;0,29;0,1;0,1;0,38;0;0,1;4,42;60,87;1,25;38,46;0,48;20;0,19;0,19;6,15;73,44;0;;0;;0;0;0;0;;;0,48;;;0;0;0;0;0;0
G. Hauche;Racing Club;Argentinos Juniors;AMF, LAMF, CF;35;375000;2023-12-31;11;933;1;1,39;2;1,7;13,02;38,52;Argentina;Argentina;direito;168;71;sim;3,86;2,89;43,33;1,16;41,67;0,29;0,4;0,1;2,32;3,23;1,54;4;0,39;0;0;1,83;0,1;1;0,1;0,13;0;0;15;1,45;26,67;6,667;0,19;1,64;35,29;1,16;41,67;0,48;20;0,1;1,45;33,33;5,21;40,74;2,89;0,68;0,29;19,49;1,64;1,35;27,01;69,64;8,3;58,14;6,08;84,13;8,3;75,58;21,61;75;3,95;53,66;19,29;41,31;0,16;1,06;0;0,1;0,77;50;0,68;3,86;55;3,28;50;0,87;33,33;1,74;0,39;5,11;88,68;0;;0;;0;0;0;0;;;0,19;;;0;0;0;0;0;0
L. Gamba;LDU Quito;Rosario Central;CF;35;600000;2023-06-30;11;928;1;3,05;0;0,88;25,12;28,57;Argentina;Argentina, Italy;direito;170;70;sim;3,49;4,36;48,89;3,3;20,59;0,68;0,83;0,19;0,68;0,83;1,26;1;0,1;0;0;2,04;0,1;1;0,1;0,3;0;0;24;2,33;37,5;4,167;0;1,16;16,67;0,39;25;0,78;12,5;0,1;2,81;31,03;11,25;24,14;3,98;1,65;0,39;12,12;1,75;1,84;18,91;71,28;2,52;61,54;6,59;88,24;4,95;64,71;16,97;74,29;0,78;87,5;14,68;25,13;0,09;0,78;0;0;0,29;33,33;0,1;0,78;62,5;0,78;50;0,1;0;0,48;0,29;1,45;80;0;;0;;0;0;0;0;;;0;;;0,1;0,1;100;0;0;0
L. González;Argentinos Juniors;Godoy Cruz;LCB;28;475000;2024-12-31;10;925;1;1,1;1;0,78;19,36;61,31;Argentina;Argentina;esquerdo;179;78;sim;11,09;7,3;64;3,31;55,88;0,39;0,51;0,58;6,03;7,91;0,78;3;0,29;1;0,1;3,7;0,1;0;0;0,11;0;0;4;0,39;75;25;0,1;1,07;72,73;0,97;80;0,1;0;0,1;3,6;72,97;6,03;62,9;0,97;1,95;0,97;27,15;0,19;1,07;49,82;81,84;22,86;70,64;1,75;100;21,89;92,89;37,85;89,46;10,99;56,64;26,07;42,88;0,08;0,88;0;0;0;0;0,58;9,24;63,16;1,95;65;0,58;33,33;0,88;0,88;13,33;75,18;0;;0;;0;0;0;0;;;1,26;;;0,19;0;0;0;1;100
F. Andrada;La Serena;Aldosivi;CF;28;675000;2022-12-31;10;923;2;1,75;1;1,73;25,35;26,15;Argentina;Argentina;direito;180;76;sim;2,63;1,95;50;4,19;23,26;0,2;0,31;0;1,46;2,32;1,46;0;0;0;0;2,34;0,2;2;0,2;0,17;0;0;17;1,66;29,41;11,765;0,1;1,07;18,18;0,68;28,57;0,39;0;0;3,71;42,11;13,55;23,74;3,22;0,88;1,17;8,09;1,27;1,07;16,67;73,1;3,8;61,54;4,68;87,5;4,39;75,56;15,21;78,85;0,59;0;17,78;22,55;0,17;1,07;0;0;0,39;25;0,39;2,24;65,22;0,78;75;0,29;33,33;0,88;0,2;1,85;52,63;0;;0;;0;0;0;0;;;0;;;0,2;0,1;0;0,1;0;0
A. Chávez;Banfield;Huracán;CF;31;800000;;11;904;4;2,78;0;0,26;24,19;37,45;Argentina;Argentina;esquerdo;184;77;sim;3,88;4,18;52,38;5,08;43,14;0,2;0,25;0,1;1,49;1,85;1,99;1;0,1;0;0;2,89;0,4;3;0,3;0,28;0;0;22;2,19;36,36;18,182;0;0,9;22,22;0,8;25;0,1;0;0;3,09;54,84;9,56;34,38;3,09;0,3;0,3;7,57;2,69;1;12,35;60,48;4,88;44,9;2,89;86,21;2,19;63,64;10,06;63,37;1,69;58,82;19,87;33,9;0,03;0,5;0;0;0,8;25;0,1;2,39;66,67;1;30;1,29;46,15;0,4;0,1;2,29;82,61;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;100
L. Comas;Guaireña;Patronato;RW, LWF, RWF;27;200000;2022-12-31;11;902;0;1,6;0;0,65;25,14;45,24;Argentina;Argentina, Italy;direito;174;73;sim;7,68;6,19;48,39;2,89;51,72;1,4;1,92;0,1;3,29;4,52;1,5;1;0,1;0;0;3,89;0;0;0;0,16;0;0;15;1,5;13,33;0;0;2,79;21,43;0,4;0;2,39;25;0,6;5,79;51,72;10,88;44,04;2,59;1,9;1,1;10,78;1,1;2,59;17,86;63,69;5,19;71,15;2,79;89,29;5,29;47,17;14,07;73,05;1,1;45,45;17,71;27,71;0,06;0,6;0;0;0,5;20;0;1,9;63,16;2,59;30,77;0,7;28,57;0,5;0,8;3,09;70,97;0;;0;;0;0;0;0;;;0;;;0,7;0,1;0;0,9;0;0
E. Gómez;River Plate;Argentinos Juniors;LB;28;3000000;2025-12-31;10;902;1;0,36;0;1,46;22,55;52,21;Argentina;Argentina;esquerdo;175;79;sim;11,08;7,28;71,23;2,99;60;0,3;0,43;0;5,59;8,08;0,8;0;0;0;0;3,89;0,1;1;0,1;0,04;0;0;11;1,1;27,27;9,091;0;3,79;47,37;3,79;47,37;0;0;0,7;4,59;39,13;8,58;36,05;0,7;1,4;0,7;19,96;1,4;1,6;33,33;67,66;15,57;64,74;3,79;81,58;10,48;67,62;24,45;74,29;5,19;50;21,66;36,32;0,15;1,5;0;0;0,3;0;0,5;6,39;59,38;3,79;47,37;0,6;0;0,4;1,9;9,28;73,12;0;;0;;0;0;0;0;;;0,9;;;1,4;0,4;50;2,1;0;0
J. Ramírez;Boca Juniors;San Lorenzo;LCMF, LDMF, LAMF;29;3500000;2024-12-31;11;898;1;0,93;0;0,18;27,56;48,36;Argentina;Argentina;esquerdo;174;72;sim;9,72;9,72;54,64;2,31;43,48;0,7;1;0,2;3,71;5,29;1,7;1;0,1;0;0;3,31;0,1;1;0,1;0,09;0;0;8;0,8;37,5;12,5;0;1;10;0,9;11,11;0,1;0;0,2;4,91;55,1;11,33;47,79;0,8;3,51;3,21;24,25;0,6;2,61;34,98;83,95;11,02;77,27;6,41;95,31;12,03;85,83;33,57;86,57;0,4;50;16,16;13,31;0,02;0,5;0,3;0;0,8;25;0,1;6,01;81,67;2,1;42,86;0,5;0;0,7;0,1;5,51;81,82;0;;0;;0;0;0;0;;;0,4;;;0,1;0;0;0,3;0;0
G. Risso Patrón;Atlético Tucumán;Atlético Tucumán;LB;26;525000;2024-12-31;10;895;1;0,24;2;0,72;13,07;55,38;Argentina;Argentina;esquerdo;179;71;sim;11,16;5,43;61,11;2,01;50;0,8;1,06;0,1;7,04;9,29;0,5;1;0,1;0;0;2,41;0,1;1;0,1;0,02;0;0;4;0,4;25;25;0,2;3,92;17,95;3,92;17,95;0;0;0,3;2,21;68,18;3,22;62,5;0,3;1,21;1,11;23,13;1,51;0,6;37,91;74,54;14,58;73,1;4,73;95,74;12,87;70,31;29,56;84,69;4,93;53,06;21,02;35,25;0,07;0,6;0;0;0,6;16,67;0,4;6,23;66,13;3,62;27,78;0,5;20;0,2;1,01;9,96;77,78;0;;0;;0;0;0;0;;;0,8;;;0,1;0;0;0,3;0;0
I. Quílez;Huracán;Central Córdoba SdE;RB;34;250000;2022-12-31;10;894;0;0,26;0;0,96;14,7;56,85;Argentina;Argentina;direito;172;72;sim;8,66;6,14;60,66;1,91;47,37;0,7;0,85;0,2;4,23;5,1;0,7;1;0,1;0;0;2,42;0;0;0;0,03;0;0;9;0,91;0;0;0;3,62;50;0,1;100;3,52;48,57;0,2;1,21;50;3,12;51,61;0,6;1,01;0,91;16,51;1,51;1,41;29,7;64,75;16,31;58,64;1,81;88,89;9,06;74,44;16,91;80,36;9,66;43,75;26,63;42,11;0,1;0,6;0;0,1;0,1;0;0,3;8,26;50;4,03;45;0,7;14,29;0,5;1,71;10,57;74,29;0;;0;;0;0;0;0;;;0,3;;;0;0;0;0,1;0;0
N. Breitenbruch;Godoy Cruz;Defensa y Justicia;RCB, RB, LCB;27;700000;2023-06-30;10;890;0;0,07;0;0;19,52;66,32;Argentina;Argentina;direito;178;76;sim;14,26;10,92;73,15;2,93;65,52;0,91;1,55;0,61;5,36;9,14;0,91;1;0,1;0;0;1,31;0;0;0;0,01;0;0;5;0,51;20;0;0;1,42;14,29;0;0;1,21;8,33;0,1;1,62;56,25;3,34;48,48;0,4;2,93;1,31;41,76;0,91;0,61;57,13;81,24;26,7;69,7;4,85;97,92;21,74;93,02;47,53;89,36;8,29;45,12;22,79;43,08;0;0;0,1;0;0,2;50;0;8,29;63,41;1,52;20;0,51;0;0,1;0,2;13,15;66,92;0;;0;;0;0;0;0;;;1,31;;;0,1;0;0;0;0;0
