Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
F. Orozco;Lanús;Lanús;LWF, LW, RWF;20;0;;9;518;3;1,66;0;0,09;26,76;43,51;Argentina;Argentina;direito;168;61;sim;5,56;4,69;44,44;2,43;28,57;0,35;0,5;0;3,13;4,46;0,87;1;0,17;0;0;6,08;0,52;3;0,52;0,29;1;0,17;11;1,91;45,45;27,273;0;3,13;11,11;2,26;15,38;0,87;0;0,35;8,69;56;14,42;53,01;2,95;4,17;2,26;16,85;2,61;4,17;19,98;73,91;2,26;76,92;6,78;94,87;7,64;63,64;16,68;86,46;0,35;0;18,27;11,07;0,02;0,69;0;0;0,17;0;0,35;0,35;0;2,43;35,71;0;0;0,69;0,35;1,74;90;0;;0;;0;0;0;0;;;0;;;0,17;0;0;0,52;0;0
R. Contreras;Platense;Aldosivi;CF;26;500000;2022-12-31;8;516;2;1,8;2;0,41;37,85;33,18;Argentina;Argentina;esquerdo;182;84;sim;4,71;3,66;52,38;9,07;44,23;0,87;1,56;0,17;1,92;3,44;1,92;1;0,17;0;0;2,27;0,35;2;0,35;0,31;0;0;12;2,09;41,67;16,667;0,35;1,4;0;1,05;0;0,35;0;0,35;1,92;54,55;18,14;26,92;2,62;0,87;0,17;10,47;2,44;2,62;20,93;69,17;5,23;66,67;5,06;72,41;5,93;73,53;18,31;73,33;1,22;85,71;17,15;29,85;0,07;0,7;0,17;0;0,7;50;0,7;2,09;75;2,44;42,86;0,52;33,33;1,05;0;2,97;88,24;0;;0;;0;0;0;0;;;0;;;0,52;0,52;0;0;0;0
M. Peralta Bauer;Unión Santa Fe;San Lorenzo;CF, RAMF;24;800000;2023-12-31;10;515;2;2,39;0;0,06;16,6;38,95;Argentina;Argentina;direito;180;75;sim;2,45;2,62;53,33;3,5;60;0,17;0,25;0;0,87;1,27;1,05;1;0,17;0;0;1,92;0,35;2;0,35;0,42;0;0;7;1,22;42,86;28,571;0;2,45;21,43;0,17;100;2,27;15,38;1,57;2,27;38,46;7,51;27,91;2,62;0,7;0,35;12,93;2,62;1,05;19,22;70;2,27;53,85;6,12;80;6,82;56,41;15,9;79,12;1,05;50;17,22;20;0,01;0,35;0;0;0,17;0;0;0,52;0;1,92;27,27;0,17;0;0,52;0,87;2,45;35,71;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Y. Goez;Deportivo Pereira;Colón;LCMF, DMF, LDMF;22;750000;2022-12-31;9;513;0;0,18;0;0,21;30,35;49,71;Colombia;Colombia;direito;176;75;sim;9,3;10,18;62,07;5,26;43,33;0;0;1,05;2,98;3,67;1,4;3;0,53;0;0;2,81;0;0;0;0,03;0;0;5;0,88;20;0;0;0,53;66,67;0,35;100;0,18;0;0;4,39;48;10,7;39,34;0,88;0,7;0,53;24,74;1,05;1,23;38,6;85,91;12,46;77,46;4,39;96;16,32;89,25;34,39;88,78;3,68;61,9;16,87;27,97;0,04;0,35;0,18;0;0,7;25;0,35;6,67;86,84;1,75;40;0,88;20;0,53;0,35;5,44;77,42;0;;0;;0;0;0;0;;;0,35;;;0;0;0;0;0;0
J. Menéndez;Vélez Sarsfield;Independiente;RW, RWF, RAMF;28;2000000;2024-12-31;7;509;3;0,43;0;0,15;21,39;39,67;Argentina;Argentina;direito;164;63;sim;7,43;7,07;62,5;0,53;33,33;0;0;0;3,01;3,38;1,41;0;0;0;0;4,6;0,53;3;0,53;0,08;0;0;10;1,77;70;30;0;2,12;50;0;0;2,12;50;0,18;5,66;37,5;10,61;30;2,3;2,3;1,59;16,09;1,77;0,53;21,39;76,86;3,36;52,63;5,83;90,91;7,78;79,55;19,1;80,56;0,71;50;18,07;30,01;0,03;1,41;0,18;0,18;0,35;50;0,18;1,24;85,71;2,12;41,67;0,35;0;0,53;0,88;2,3;69,23;0;;0;;0;0;0;0;;;0;;;0;0;0;1,41;0;0
G. Ortíz;Godoy Cruz;Atlético Tucumán;LCB, RCB;30;1200000;2024-12-31;6;508;0;0,05;0;0,03;15,77;66,29;Argentina;Argentina;direito;184;76;sim;14,88;9,57;68,52;4,43;64;0,35;0,48;0,89;7,97;10,71;2,13;2;0,35;0;0;0,35;0;0;0;0,01;0;0;1;0,18;0;0;0;0,18;100;0;0;0,18;100;0;0,71;25;0,89;20;0,53;0,53;0;19,31;0,18;0;35,08;84,34;18,43;76,92;2,13;83,33;12,76;94,44;26,04;93,88;8,86;56;25,5;39,9;0;0,18;0;0;0;0;0,18;7,09;70;1,77;50;1,06;33,33;0,71;0,18;9,57;79,63;0;;0;;0;0;0;0;;;1,06;;;0;0;0;0;0;0
F. Nadalín;Atlético Rafaela;Newell's Old Boys;RB;25;300000;2023-12-31;6;507;0;0,06;0;0,44;16,33;53,26;Argentina;Argentina;direito;176;73;sim;10,65;6,39;41,67;3,37;78,95;1,07;1,28;0,36;6,92;8,3;1,07;2;0,36;0;0;1,95;0;0;0;0,01;0;0;3;0,53;0;0;0;2,66;26,67;0;0;2,66;26,67;0,53;1,95;63,64;2,66;53,33;0,53;0,89;0,36;21,66;1,78;0,71;30,18;72,35;12,6;56,34;4,44;96;9,23;76,92;24,67;81,29;3,02;41,18;20,66;41,92;0,08;0,18;0;0;0,36;0;0,18;3,91;54,55;2,84;37,5;0,53;0;0,36;0,71;8,34;61,7;0;;0;;0;0;0;0;;;0,53;;;0;0;0;0;0;0
A. Bouzat;Colo Colo;Vélez Sarsfield;RAMF, RW, LB;28;1300000;2024-12-31;10;501;0;0,24;1;0,32;26,77;47,65;Argentina;Argentina;esquerdo;169;72;sim;9,88;8,26;58,7;2,16;25;1,08;1,54;0,18;3,95;5,64;1,44;2;0,36;0;0;4,85;0;0;0;0,04;0;0;3;0,54;66,67;0;0,18;3,41;42,11;1,44;50;1,98;36,36;0,18;7,01;43,59;13,11;46,58;1,8;1,62;2,51;27,84;2,69;2,87;39,16;73,85;9,16;60,78;9,16;92,16;11,86;69,7;33,41;79,57;2,51;42,86;19,59;32,19;0,06;1,62;0;0;0,18;0;0,72;3,77;66,67;3,05;52,94;1,08;33,33;0,9;1,44;6,29;68,57;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
M. Luna Diale;Unión Santa Fe;Unión Santa Fe;RW, CF, RWF;23;725000;2025-12-31;9;499;3;0,62;0;0,73;33,55;40,86;Argentina;Argentina;direito;173;66;sim;7,39;7,58;59,52;2,71;40;1,26;1,65;0;1,62;2,13;1,62;1;0,18;0;0;5,41;0,54;3;0,54;0,11;0;0;7;1,26;57,14;42,857;0;3,07;29,41;0,54;66,67;2,53;21,43;0,54;5,77;43,75;17,86;31,31;2,89;1,08;0,9;15,51;1,44;2,89;27,05;80;7,94;75;5,59;90,32;7,58;78,57;22,91;88,98;1,44;37,5;16,02;24,76;0,13;1,98;0;0;1,62;77,78;0,54;1,98;72,73;3,25;61,11;0,9;60;1,44;1,08;4,51;80;0;;0;;0;0;0;0;;;0;;;0;0;0;1,44;0;0
L. Maciel;Aldosivi;Aldosivi;RCMF, AMF;26;500000;2023-12-31;6;496;0;0,37;0;0,31;18,69;46,6;Argentina;Argentina;direito;180;72;sim;7,62;5,63;61,29;2,9;75;1,27;2,16;0;2,9;4,95;0,73;1;0,18;0;0;1,09;0;0;0;0,07;0;0;5;0,91;20;0;0;0,54;0;0,18;0;0,36;0;0,18;1,27;42,86;5,26;31,03;1,09;0,36;0,73;18,33;0,91;1,09;27,58;78,95;9,07;68;4,9;96,3;9,98;83,64;24,86;81,75;2,18;66,67;17,77;43,67;0,06;0,36;0;0;0,54;66,67;0,18;5,08;64,29;1,45;75;0,18;100;0,91;0;3,27;77,78;0;;0;;0;0;0;0;;;0,36;;;0,54;0;0;0,54;0;0
G. González;Orlando City;Unión Santa Fe;LW, LWB;21;0;;8;494;2;0,6;0;0;30,61;38,1;Argentina;Argentina;esquerdo;183;79;sim;6,56;7,29;47,5;3,1;11,76;0,36;0,51;0;2,73;3,85;2;1;0,18;0;0;6,19;0,36;2;0,36;0,11;0;0;6;1,09;33,33;33,333;0;4,37;25;4,37;25;0;0;0,55;9,47;48,08;16,4;41,11;2,19;2,55;1,46;14,94;2,37;0,91;25,87;70,42;6,74;59,46;4,92;88,89;8,2;71,11;20,4;83,04;1,46;25;17,51;26,54;0;0;0;0,18;0,55;33,33;0,18;1,46;25;4,01;36,36;0,55;0;0,91;0,91;3,83;80,95;0;;0;;0;0;0;0;;;0;;;0;0;0;0,73;0;0
I. Erquiaga;Quilmes;Estudiantes;LB;23;350000;2023-12-31;6;492;0;0,22;0;0,35;19,94;49,54;Argentina;Argentina;esquerdo;177;72;sim;7,68;6,22;52,94;4,21;34,78;0,73;0,96;0;3,66;4,8;1,28;0;0;0;0;2,93;0;0;0;0,04;0;0;6;1,1;16,67;0;0;3,48;26,32;3,48;26,32;0;0;0,18;3,29;55,56;5,67;41,94;0,73;1,1;1,28;27,26;1,83;1,1;38,05;68,75;19,39;62,26;5,3;93,1;9,15;70;27,26;79,19;7,5;48,78;20,2;29,52;0,06;0,73;0;0;0,37;0;0;8,6;57,45;3,84;33,33;1,1;33,33;0,18;0,91;10,79;77,97;0;;0;;0;0;0;0;;;0,73;;;0;0;0;0,91;0;0
E. Bologna;Banfield;River Plate;GK;40;125000;2022-12-31;5;491;0;0;0;0;0,92;100;Argentina;Argentina, Italy;direito;189;87;sim;2,2;0,18;100;0,37;100;0,18;0,28;0;1,83;2,83;0;0;0;0;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18;100;0,18;100;0;0;0;10,26;0,37;0;18,7;85,29;12,46;80,88;0;0;5,68;96,77;9,71;94,34;8,98;75,51;34,77;47,45;0;0;0;0;0;0;0;1,47;62,5;0;0;0;0;0;0;7,52;78,05;2;0,37;21;3,85;3;90,48;5,9;1,08;3,9;0,715;0;2,02;0,37;;;;0;0;0
F. Cerro;Aldosivi;Central Córdoba SdE;RW, RCMF, RDMF;34;150000;2022-12-31;8;491;0;0,18;0;0,13;14,48;45,57;Argentina;Argentina;direito;179;75;sim;6,42;4,77;53,85;1,65;33,33;1,28;1,57;0;2,57;3,13;1,28;4;0,73;1;0,18;1,47;0;0;0;0,03;0;0;4;0,73;25;0;0;0,92;40;0,37;0;0,37;50;0;1,65;55,56;3,48;57,89;0,73;0,37;0,18;19,8;0,55;1,28;33,91;80,54;9,53;69,23;5,68;90,32;13,75;85,33;30,24;83,64;2,75;60;21,27;28,31;0,02;1,1;0;0;0,18;0;0,18;4,58;72;2,57;57,14;0,55;0;1,1;0,37;5,5;80;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
W. Montoya;Rosario Central;Racing Club;RWB, RW, LW;29;1200000;2022-12-31;7;491;0;0,3;1;1,38;22,36;45,9;Argentina;Argentina;direito;173;72;sim;8,43;6,23;58,82;1,1;33,33;0,73;1,1;0;4,03;6,06;0,55;0;0;0;0;7,33;0;0;0;0,05;0;0;10;1,83;20;0;0,18;5,87;37,5;1,1;50;4,77;34,62;0,73;8,98;48,98;11,55;44,44;2,02;3,3;1,28;23,1;4,58;2,02;36,11;72,59;12,28;62,69;5,87;93,75;11,73;78,13;25,85;84,4;5,32;48,28;23,03;41,32;0,25;2,38;0;0;0,55;66,67;1,1;5,87;65,63;4,77;57,69;0,73;75;0,92;2,02;9,35;82,35;0;;0;;0;0;0;0;;;0,37;;;0,92;0;0;1,83;0;0
E. Pérez;River Plate;River Plate;DMF;36;1500000;2023-12-31;6;490;0;0,04;0;0,23;21,31;62,07;Argentina;Argentina;direito;178;77;sim;9,92;6,8;62,16;4,22;60,87;1,1;2,22;0,18;4,59;9,26;1,84;2;0,37;1;0,18;2,76;0;0;0;0,01;0;0;3;0,55;33,33;0;0;0,55;33,33;0;0;0,55;33,33;0;3,12;70,59;5,88;59,38;0,37;1,1;0,73;47,76;0,18;1,65;67,41;89,1;19,47;77,36;5,69;96,77;36,55;94,47;60,24;92,07;6,61;66,67;21,48;36,98;0,04;0,18;0;0;0,37;50;0;12,67;85,51;0,92;60;0,55;33,33;0,37;0,18;11,02;86,67;0;;0;;0;0;0;0;;;0,37;;;0;0;0;0;0;0
A. Moreno;Racing Club;Newell's Old Boys;LCMF, RDMF;23;6000000;2025-12-31;8;489;0;0,18;1;0,03;19,14;51,92;Argentina;Argentina;direito;178;74;sim;8,47;7,18;43,59;2,02;54,55;1,84;2,27;0,18;3,5;4,32;1,1;2;0,37;0;0;1,84;0;0;0;0,03;0;0;2;0,37;0;0;0,18;0,37;0;0,18;0;0,18;0;0;2,94;62,5;5,89;46,88;0,18;1,29;0,37;27,98;0,37;0,92;40,86;83,33;13,25;75;8,65;95,74;12,15;84,85;37,73;87,8;2,76;33,33;16,11;26,74;0,01;0,18;0;0;0,18;0;0,18;7,36;65;2,02;18,18;0,92;0;0,37;0;6,26;79,41;0;;0;;0;0;0;0;;;0,18;;;1,1;0;0;3,68;0;0
D. Sarmiento;Torque;Estudiantes;RW;19;2000000;2026-06-30;9;488;0;0,39;0;0,66;23,42;44,88;Argentina;Argentina;direito;168;68;sim;4,43;4,24;56,52;2,03;27,27;0;0;0;2,03;2,77;0,74;0;0;0;0;5,53;0;0;0;0,07;0;0;8;1,48;12,5;0;0;2,21;33,33;0,18;0;2,03;36,36;0,37;6,64;58,33;13,83;48;1,66;2,03;1,11;14,94;2,03;2,58;22,68;66,67;6,27;38,24;4,98;96,3;8,48;71,74;19;71,84;1,48;50;17,65;16,96;0,12;2,03;0;0;1,48;50;0,92;2,58;50;3,87;57,14;0,92;40;1,48;0,74;3,14;94,12;0;;0;;0;0;0;0;;;0,18;;;0,37;0,37;0;2,95;0;0
F. Fontanini;Atlético Rafaela;Newell's Old Boys;RCB, LCB;32;250000;2023-12-31;6;485;1;0,28;0;0;10,95;57,63;Argentina;Argentina, Italy;direito;181;80;sim;8,54;4,45;58,33;2,97;75;0,56;0,68;0,74;5,38;6,54;0,74;0;0;1;0,19;0,37;0,19;1;0,19;0,05;1;0,19;2;0,37;100;50;0;0,19;0;0,19;0;0;0;0;0;0;0,19;0;1,11;0;0;22,64;0,19;0,19;36,19;86,67;15,96;79,07;2,23;83,33;15,96;96,51;31,55;93,53;4,45;41,67;17,61;21,13;0;0;0;0;0;0;0;1,86;40;0,37;0;0,19;0;0,37;0;6,87;51,35;0;;0;;0;0;0;0;;;1,11;;;0;0;0;0;0;0
G. Asís;Independiente;Independiente;RB, RCMF;26;200000;2022-12-31;6;485;0;0,04;0;0,17;21,53;53,45;Argentina;Argentina;direito;174;65;sim;13,55;9,46;62,75;3,34;50;0,37;0,44;0,19;7,24;8,6;1,11;0;0;0;0;1,48;0;0;0;0,01;0;0;1;0,19;0;0;0;1,86;20;0;0;1,86;20;0;1,67;66,67;3,9;38,1;1,48;1,3;0,56;14,47;0,93;1,3;23,38;65,08;11,13;55;2,6;85,71;5,2;71,43;17,44;76,6;4,27;34,78;20,99;32,22;0,03;0,37;0,19;0;0;0;0,19;4,27;52,17;1,48;25;0,19;0;0,19;0,37;4,82;53,85;0;;0;;0;0;0;0;;;0,37;;;0;0;0;0;0;0
B. Zuculini;River Plate;River Plate;RCMF, LDMF;29;2000000;2023-12-31;8;483;1;0,89;0;0,02;21,24;45,61;Argentina;Argentina, Italy;direito;182;77;sim;8,94;9,32;50;1,3;57,14;1,86;2,91;0;2,42;3,79;2,98;3;0,56;0;0;1,49;0,19;1;0,19;0,17;0;0;8;1,49;37,5;12,5;0;0,75;25;0,37;50;0,37;0;0,19;1,12;50;5,22;42,86;2,24;0,93;0,37;33,35;1,3;0,75;45,47;85,25;12,86;72,46;7,27;94,87;18,26;88,78;42,11;88,05;2,61;57,14;17,3;26,73;0;0,19;0;0;0,56;33,33;0;8,39;88,89;1,68;44,44;0,19;0;0,56;0;5,96;68,75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
N. Pasquini;Lanús;Estudiantes;LB;31;1000000;2022-12-31;7;482;0;0,2;0;0,2;14,94;53,75;Argentina;Argentina, Italy;esquerdo;176;75;sim;9,9;6,54;68,57;4,85;50;0,75;1,1;0,37;4,67;6,88;1,12;1;0,19;0;0;1,68;0;0;0;0,04;0;0;8;1,49;25;0;0;2,24;25;2,24;25;0;0;0,37;0,93;40;1,49;25;0,75;0,56;0,93;26,14;3,55;0,19;36,78;78,17;15,12;64,2;4,11;100;12,88;86,96;26,89;90,28;7,66;51,22;22,44;29,71;0,04;0,56;0,19;0;0,93;40;0;8,4;64,44;2,43;38,46;1,31;28,57;0,56;0,56;10,08;83,33;0;;0;;0;0;0;0;;;0;;;0,93;0,56;33,33;1,31;0;0
D. Gissi;Banfield;Patronato;LCB, RCB;31;225000;2022-12-31;5;481;0;0,01;0;0,04;10,48;50;Switzerland;Switzerland, Argentina;direito;193;86;sim;7,67;3,18;29,41;4,12;54,55;0,37;0,53;0,75;6,36;9,03;1,12;1;0,19;0;0;0,37;0;0;0;0;0;0;1;0,19;100;0;0;0;0;0;0;0;0;0;0,19;0;0,75;50;0,56;0,75;0,37;19,65;0,19;0,19;38,36;80;16,47;71,59;2,81;86,67;17,59;86,17;31,25;86,23;7,11;52,63;23,76;40,7;0,01;0,19;0;0;0,37;50;0;4,3;60,87;0,56;0;0,19;0;0;0;8,61;52,17;0;;0;;0;0;0;0;;;1,31;;;0;0;0;0;0;0
P. Díaz;River Plate;River Plate;LCB, RCB;28;5500000;2024-12-31;5;478;0;0,27;0;0,16;19,02;67,33;Chile;Chile;direito;178;76;sim;11,86;6,78;69,44;6,97;62,16;1,13;2,2;0;6,03;11,71;1,69;3;0,56;1;0,19;0,56;0;0;0;0,05;0;0;3;0,56;33,33;0;0;0;0;0;0;0;0;0;0,56;66,67;1,32;57,14;0,75;2,64;0,19;35,4;0,94;0,56;60,25;88,44;22,78;80,17;3,01;100;30,5;92,59;50,65;92,19;9,6;68,63;23,83;40,45;0,03;0,38;0;0;0;0;0,19;9,98;67,92;0,19;0;0,56;33,33;0;0;10,92;81,03;0;;0;;0;0;0;0;;;2,64;;;0;0;0;0;0;0
F. Quignón;Dallas;Lanús;LCMF, DMF;29;2000000;2023-12-31;7;477;0;0,52;0;0;20,38;62,04;Argentina;Argentina;esquerdo;178;75;sim;10,75;8,87;65,96;3,58;52,63;1,51;1,92;0;3,4;4,32;1,13;1;0,19;0;0;1,32;0;0;0;0,1;0;0;4;0,75;0;0;0;0;0;0;0;0;0;0;2,26;58,33;4,34;69,57;1,32;0,94;0,19;33,4;0;1,7;52,08;89,49;16,23;72,09;6,79;100;24,53;96,15;48,87;92,66;3,21;41,18;19,5;35,26;0;0;0;0;0,57;0;0;6,79;69,44;0,94;20;1,13;0;0,38;0;7,17;81,58;0;;0;;0;0;0;0;;;1,13;;;0;0;0;0;0;0
T. Guidara;Vélez Sarsfield;Vélez Sarsfield;RB;26;2800000;2024-12-31;7;477;0;0,36;0;0,1;22,08;53,85;Argentina;Argentina;direito;173;70;sim;8,68;6,79;55,56;4,15;54,55;0,19;0,32;0,57;4,72;7,98;1,32;1;0,19;0;0;2,83;0;0;0;0,07;0;0;3;0,57;0;0;0;2,64;35,71;0;0;2,64;35,71;0,38;2,08;72,73;5,85;58,06;1,32;1,7;0,57;33,02;3,21;2,26;44,34;78,72;17,17;70,33;5,85;100;13,58;87,5;38,49;85,29;3,21;35,29;18,39;24,35;0,02;0,38;0;0;0,38;100;0,38;5,66;66,67;2,08;45,45;0,19;100;0,38;0,94;10,19;66,67;0;;0;;0;0;0;0;;;0,94;;;0,19;0;0;0;0;0
G. Guiffrey;Gimnasia La Plata;Gimnasia La Plata;LCB;24;575000;2023-12-31;5;473;0;0,35;0;0;14,46;60,53;Argentina;Argentina;esquerdo;182;74;sim;8,56;7,23;71,05;2,85;46,67;0,19;0,27;0,38;3,23;4,55;1,14;1;0,19;0;0;0,38;0;0;0;0,07;0;0;2;0,38;0;0;0;0;0;0;0;0;0;0;0,38;100;1,52;62,5;0,57;0,38;0,38;16,93;0;0,57;30,82;87,65;10,85;78,95;3,04;93,75;15,03;93,67;28,35;91,95;2,47;38,46;20,3;30,58;0;0;0;0;0;0;0;0,57;33,33;0;0;0;0;0;0;4,19;40,91;0;;0;;0;0;0;0;;;2,09;;;0;0;0;0;0;0
P. Ramírez;Deportivo Riestra;Defensa y Justicia;RB, RWB;22;75000;2024-12-31;5;471;0;0,49;0;0;28,28;42,57;Argentina;Argentina;direito;175;76;sim;14,71;8,6;64,44;5,92;45,16;0,76;1,24;0,76;8,41;13,61;1,53;0;0;0;0;2,87;0;0;0;0,09;0;0;7;1,34;57,14;0;0;2,48;15,38;0;0;2,48;15,38;0,57;4,78;32;8,41;20,45;0,96;1,34;1,34;28,66;1,15;0,19;38,22;70,5;17,01;57,3;5,35;92,86;10,13;77,36;30,96;80,25;4,78;36;19,6;43,27;0;0;0;0;0,38;50;0;6,5;41,18;3,06;25;0,19;0;0,19;0,96;7,07;56,76;0;;0;;0;0;0;0;;;0,38;;;0;0;0;0;0;0
D. Martínez;Rosario Central;Rosario Central;RB, RWB, RW;32;800000;2022-12-31;6;468;0;0,17;0;0,29;15,58;51,85;Argentina;Argentina;direito;181;72;sim;9,42;7,12;51,35;2,69;57,14;0,96;1,15;0,19;4,81;5,73;2,12;0;0;1;0,19;3,08;0;0;0;0,03;0;0;3;0,58;33,33;0;0;2,69;50;0;0;2,69;50;0,19;1,73;77,78;3,08;50;0,77;1,92;1,54;17,69;2,31;0,58;30,38;78,48;10,58;58,18;4,81;92;9,23;89,58;24,42;85,83;3,65;52,63;21,42;43,57;0,06;0,58;0;0;0,19;100;0,38;4,62;66,67;2,69;57,14;0,58;33,33;0,96;1,15;7,31;81,58;0;;0;;0;0;0;0;;;0,38;;;0;0;0;0;0;0
R. Ramírez;Quilmes;Godoy Cruz;GK;26;300000;2024-06-30;5;467;0;0;0;0;0,39;50;Argentina;Argentina;esquerdo;188;73;sim;2,31;0;0;0;0;0,19;0,22;0;2,12;2,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,83;0,19;0;18,12;81,91;12,14;74,6;0;0;5,59;96,55;8,48;97,73;9,64;68;40,02;52,88;0;0;0;0;0;0;0;3,47;72,22;0;0;0;0;0;0;7,9;82,93;12;2,31;29;5,59;1;58,62;8,05;1,55;-3,95;-0,761;0;0,58;0;;;;0;0;0
J. Iritier;Aldosivi;Aldosivi;RW, LW, RAMF;27;325000;2022-12-31;8;467;0;0,03;1;0,77;26,98;45,71;Argentina;Argentina;direito;169;70;sim;7,13;6,55;64,71;3,08;31,25;0,77;1,25;0;2,12;3,44;1,73;1;0,19;0;0;3,47;0;0;0;0,01;0;0;1;0,19;100;0;0,19;2,51;15,38;1,16;16,67;1,16;16,67;0;4,05;66,67;12,72;48,48;1,54;1,93;0,19;16,19;1,93;2,7;26,02;69,63;6,94;58,33;5,01;92,31;7,71;72,5;21,58;77,68;2,31;50;21,92;30,57;0,15;1,93;0;0;0,58;33,33;0,39;3,66;68,42;2,7;50;0,58;0;0,96;0,39;4,05;71,43;0;;0;;0;0;0;0;;;0;;;0,39;0,19;100;2,7;0;0
D. Miloc;Arsenal;Patronato;DMF, RCMF, RCB;31;275000;2022-12-31;6;466;0;0;0;0;17,19;55,06;Argentina;Argentina, Italy;direito;177;74;sim;9,85;7,92;53,66;2,9;60;0,97;1,33;0,19;4,64;6,37;1,35;3;0,58;0;0;0,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;100;3,67;57,89;0,19;0,19;0,19;18,73;0;1,55;34,57;77,65;15,06;66,67;4,06;100;11,97;83,87;31,29;79,63;3,28;58,82;20,04;26,68;0;0;0;0;0;0;0;5,6;55,17;0,39;0;0;0;0;0;5,02;76,92;0;;0;;0;0;0;0;;;0,97;;;0;0;0;0;0;0
B. Negro;Acassuso;Patronato;LCB;25;75000;2022-12-31;5;465;0;0;0;0;17,61;59,34;Argentina;Argentina;esquerdo;182;80;sim;10,65;6,19;62,5;4,45;60,87;1,16;1,76;0,77;5,61;8,53;0,77;3;0,58;0;0;0,19;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0,19;0;0;0;0;0,39;50;1,55;75;0;0;0;11,03;0;1,74;25,94;70,15;14,13;61,64;0,97;60;9,68;88;19,55;77,23;6,19;50;22,93;29,79;0;0;0;0;0;0;0;4,06;52,38;0,97;20;0,39;0;0,19;0;6,39;48,48;0;;0;;0;0;0;0;;;0,58;;;0,19;0;0;0;0;0
L. Di Plácido;Lanús;Lanús;RB;28;750000;2026-12-31;6;462;0;0,01;1;0,21;27,66;54,23;Argentina;Argentina, Italy;direito;176;72;sim;15,39;11,69;58,33;3,12;50;1,17;1,53;0,19;7,4;9,66;1,36;1;0,19;0;0;6,23;0;0;0;0;0;0;1;0,19;0;0;0,19;3,9;55;0;0;3,9;55;0;5,45;71,43;7,4;57,89;0;2,14;0,78;25,32;2,53;0,78;39,55;76,35;15,39;72,15;4,87;84;15,39;81,01;31,95;81,71;4,09;52,38;19,57;25,89;0,04;0,19;0,19;0;0,39;50;0,19;7,79;75;3,9;60;0,78;25;0,19;1,95;13,25;76,47;0;;0;;0;0;0;0;;;0,97;;;0;0;0;0;0;0
